Age,Gender,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass,ethnicity_0,ethnicity_1,ethnicity_2,ethnicity_3
17,1,1,14.763015096833794,20,1,3,0,1,0,0,1.7629211240998668,0.0,0,1,0,0
15,0,2,14.40867404451556,5,0,3,1,0,0,0,3.0560700900603366,3.0,0,0,1,0
16,0,0,1.0453733512319308,19,1,2,0,0,1,0,1.7473564518959883,0.0,1,0,0,0
17,0,3,0.6164923739874051,19,0,2,0,1,0,1,1.2058569757056352,0.0,1,0,0,0
16,1,1,19.71716880821875,11,0,1,0,0,0,0,2.190269258704484,1.0,1,0,0,0
16,1,1,6.23406642985624,12,0,2,0,0,0,1,1.4233383361752172,0.0,1,0,0,0
17,1,1,16.359695421544107,10,0,3,0,1,0,0,2.672755461068081,2.0,1,0,0,0
17,1,3,6.31307253964648,9,0,2,0,0,0,1,2.1156039687255843,1.0,0,0,0,1
18,1,0,8.830680207577938,21,1,3,0,1,0,1,1.0491570024752104,0.0,0,1,0,0
16,1,2,13.27408957852512,27,1,1,0,1,0,0,1.0296486453677298,0.0,0,0,1,0
16,1,3,6.325846974512488,18,1,0,0,0,1,0,1.2615877089185958,0.0,1,0,0,0
16,0,0,9.91307841766494,15,0,2,0,1,0,1,1.8041546917762192,0.0,0,0,1,0
18,0,4,6.024625895878164,4,0,1,0,0,0,0,2.326326756466653,1.0,0,0,1,0
17,0,3,6.083105089709302,15,0,3,1,0,0,0,1.899340250146643,0.0,0,0,1,0
15,0,1,3.147570297377351,8,0,3,1,0,1,0,2.7157532703177374,1.0,1,0,0,0
16,0,2,10.369859498844807,6,0,2,0,0,0,0,2.784237837142815,2.0,1,0,0,0
16,0,3,18.867145974197634,21,1,2,1,0,0,0,1.5812038761627714,0.0,1,0,0,0
16,1,2,11.900926898475223,19,1,2,0,1,0,0,1.8638998217614855,0.0,1,0,0,0
15,1,0,0.4500865485737293,25,0,1,1,0,0,0,0.4499062079461153,0.0,0,0,1,0
17,1,2,7.343392513900453,26,0,1,0,0,0,0,0.2731909291583428,0.0,0,0,0,1
15,0,3,4.21056976881226,26,0,2,0,0,0,0,0.1126022544661815,0.0,0,0,1,0
18,0,3,7.560621244663903,12,0,0,0,0,0,0,1.2878189977208636,1.0,1,0,0,0
16,1,3,3.3766721330514016,27,1,0,0,0,0,0,0.3226418269944476,0.0,1,0,0,0
15,1,0,2.122600386180389,21,0,3,1,0,1,0,1.340368647512407,0.0,0,0,1,0
15,0,1,0.4885376588126644,3,0,2,0,1,0,0,3.073304472562818,3.0,0,1,0,0
17,1,1,12.871042459748349,26,0,1,0,1,0,0,0.6115693055183088,0.0,1,0,0,0
17,1,1,0.7122430054568296,24,1,2,1,0,0,0,0.9722477384320642,0.0,0,1,0,0
15,1,0,17.278716149199095,16,0,2,0,0,0,1,1.5730510214028783,0.0,1,0,0,0
15,0,4,13.95980942995585,25,0,2,0,1,1,1,1.2680087507224682,0.0,0,0,0,1
15,1,4,17.782610714097167,26,0,4,1,1,1,0,1.9831339922227575,0.0,0,1,0,0
17,1,1,4.905586099487347,24,0,2,0,1,0,0,0.930028645913522,0.0,1,0,0,0
18,1,3,0.6687597112219534,8,0,2,0,0,0,1,1.934761727404891,1.0,1,0,0,0
17,0,1,18.915494340169214,20,0,3,1,0,0,0,1.722115750240589,0.0,1,0,0,0
18,0,1,0.3936643076282742,14,1,2,0,1,1,1,2.0956481907808393,3.0,0,0,0,1
17,1,1,8.160401825701623,5,1,0,0,0,0,0,2.5844682625115074,2.0,1,0,0,0
15,0,0,1.9932784415355176,13,0,1,0,1,1,0,1.8556669117535305,0.0,0,1,0,0
16,1,3,18.880825565618547,11,1,2,1,0,0,0,2.369648013449619,1.0,0,1,0,0
16,0,2,5.497913165141755,21,0,2,0,0,0,0,0.604613405510861,0.0,1,0,0,0
15,1,0,10.592890540702667,22,0,2,1,1,0,0,1.6014725497408242,0.0,1,0,0,0
18,0,2,19.520403150489884,23,1,3,1,1,0,0,2.1962173498725552,1.0,0,0,1,0
17,0,2,4.912631480976291,26,0,4,0,0,0,0,0.6566169233161951,0.0,0,0,1,0
16,1,1,17.613011549291556,10,1,2,1,0,0,0,2.824604892517854,2.0,0,1,0,0
17,0,2,13.015766416938035,18,0,4,1,0,0,0,1.849760707133483,0.0,1,0,0,0
15,1,2,4.422952202213867,25,0,0,0,1,0,0,0.2806703078814149,0.0,1,0,0,0
18,0,1,8.143474771977505,5,1,1,1,0,0,1,2.827614868021281,1.0,0,0,1,0
16,0,1,2.530906223927545,29,0,2,0,0,0,0,0.0,0.0,0,1,0,0
16,1,2,1.3559279165622518,3,1,2,0,0,1,1,2.9437501978177756,2.0,0,0,0,1
18,0,4,13.189801162491683,24,1,2,0,1,1,0,1.558632200330993,0.0,0,1,0,0
17,0,2,2.337575211818781,0,1,3,0,0,0,0,3.2152726848869184,3.0,1,0,0,0
18,0,2,8.46716054701572,13,0,1,0,1,0,0,1.6643106896610833,0.0,1,0,0,0
15,0,3,5.147309168032681,18,0,3,1,0,1,0,1.5835564956915291,0.0,1,0,0,0
16,0,1,2.149064328837731,18,0,1,0,0,0,0,0.7068253462731773,0.0,1,0,0,0
17,1,0,10.830125642449758,8,0,2,0,0,0,0,2.477790374289635,1.0,0,1,0,0
18,0,2,18.77156479172066,10,1,3,0,0,0,0,2.561964556788972,2.0,0,0,0,1
16,0,1,13.760610379039626,26,0,2,1,0,0,0,0.6735259456903064,0.0,0,1,0,0
17,0,2,9.083349403355276,8,0,1,1,1,0,0,3.0269833109614934,3.0,1,0,0,0
16,1,2,16.023430065906496,4,1,2,1,1,0,0,3.262269864334146,3.0,0,1,0,0
18,0,1,12.08977964516919,14,1,0,0,1,0,1,2.029736582447598,1.0,1,0,0,0
16,1,0,4.552650716387847,20,0,2,1,0,0,0,1.223973606916021,0.0,0,1,0,0
16,0,3,8.052228766803253,24,0,1,1,1,1,0,1.1162284613450342,0.0,1,0,0,0
17,0,3,1.994524077067359,28,0,4,1,0,0,1,0.6743629436081446,1.0,1,0,0,0
18,1,1,8.255166405547868,7,0,2,0,0,0,1,2.2316569717750228,1.0,0,1,0,0
16,1,3,12.17998222103857,5,0,3,1,1,0,0,3.262922354666704,2.0,1,0,0,0
16,0,2,7.829085415889423,28,0,3,0,1,0,0,0.745518983001618,0.0,1,0,0,0
15,0,3,11.604570643982834,8,1,1,0,0,1,0,2.5353912836886785,2.0,1,0,0,0
18,0,4,2.0767877222185516,23,0,2,0,0,0,0,0.6515150205017294,0.0,0,1,0,0
17,1,2,17.222270401228513,11,0,3,0,0,1,0,2.8154212753091197,2.0,0,0,1,0
15,1,4,17.467829158184387,19,1,1,0,1,0,0,1.6833300315712254,0.0,0,0,1,0
16,1,3,2.2521845869844137,8,0,3,0,0,1,0,2.1452047204671914,1.0,1,0,0,0
15,1,2,13.267252219129857,14,1,3,0,0,0,0,2.5958890506964156,2.0,0,1,0,0
18,0,3,7.399977719199549,26,0,1,0,0,0,0,0.33096690773874,0.0,0,1,0,0
17,1,0,13.483738976592276,11,1,1,1,0,1,0,2.751145787611705,2.0,1,0,0,0
15,1,0,4.452984704535707,6,0,4,1,0,0,0,2.7778858935835875,2.0,0,0,1,0
16,1,3,5.494100656142873,1,0,3,1,0,0,0,3.5350037581843186,4.0,0,1,0,0
17,1,1,10.343007245677544,13,0,2,0,0,1,1,1.9225514899197136,0.0,0,0,1,0
17,0,1,4.8923254810453205,12,0,1,1,1,0,0,1.777279849146076,0.0,0,0,1,0
17,1,1,15.83813076844474,25,1,2,0,0,0,0,1.1721916329362534,0.0,1,0,0,0
16,0,3,7.262651805189244,22,0,3,0,0,0,0,0.7662574469888989,1.0,1,0,0,0
16,1,3,1.5929025806953168,4,0,1,0,0,1,1,2.28387095613807,1.0,0,0,1,0
16,1,1,18.4444663630972,0,0,3,1,0,0,0,3.5734742103297656,4.0,1,0,0,0
18,0,2,14.736336636594004,4,1,1,1,0,0,0,3.0171336823913077,3.0,0,0,0,1
17,1,4,1.564841971600455,14,0,1,0,1,0,0,1.795369078193629,1.0,0,1,0,0
17,1,2,6.736954028943054,27,0,4,0,0,0,0,0.534508880538856,0.0,1,0,0,0
16,1,2,1.8227467817941445,15,1,1,0,0,0,0,1.6109406825598966,0.0,1,0,0,0
15,1,3,1.7249834260792984,19,0,0,0,1,0,0,0.6848879979871082,0.0,0,0,1,0
15,0,1,4.40219660038327,2,0,2,1,1,0,1,3.2703738607764876,3.0,0,1,0,0
18,0,3,8.760673133952936,13,0,3,1,1,1,0,2.3327839636333105,1.0,0,0,0,1
16,0,1,3.962614836471541,3,0,1,0,0,1,1,2.3741309720150148,1.0,1,0,0,0
15,1,2,1.4475278638824496,21,0,1,0,0,0,0,0.2700885546341743,0.0,0,1,0,0
18,0,2,14.405358478947912,26,1,1,1,0,0,1,1.1003818825946587,0.0,1,0,0,0
16,0,1,15.497668645058976,12,0,2,0,0,1,0,2.324093256836654,1.0,1,0,0,0
15,0,2,16.78816075218544,15,0,1,0,0,0,0,1.8889919304287464,0.0,1,0,0,0
18,0,1,17.948381001563472,6,0,2,0,0,1,1,2.9869427371126283,2.0,0,1,0,0
15,0,2,9.415699940254145,25,0,2,1,0,0,1,0.818786616073051,0.0,1,0,0,0
15,0,1,5.1390459901693974,14,0,2,0,0,0,0,1.9558725265628372,0.0,1,0,0,0
16,1,1,12.429288453135692,21,1,3,0,0,1,0,1.5950547587554351,0.0,1,0,0,0
17,0,1,12.475067687384657,21,0,1,0,0,0,0,0.954787542101481,4.0,1,0,0,0
16,0,0,17.415943446762263,10,1,4,0,1,0,0,3.088512305616677,3.0,1,0,0,0
16,1,3,13.629212250343423,18,1,3,1,0,0,0,1.7857607910876625,0.0,1,0,0,0
16,0,2,15.215186167739,6,1,4,1,1,0,0,3.539198711532371,4.0,0,1,0,0
17,1,1,1.2243331628714405,15,0,4,1,1,0,1,1.7579788035014272,0.0,0,0,1,0
17,1,2,9.64712417165506,1,1,2,1,0,0,1,3.5888879397650117,4.0,0,0,1,0
17,0,2,9.2854473864868,0,0,4,1,0,1,1,4.0,1.0,1,0,0,0
15,0,1,3.058863729508523,19,0,2,0,0,1,1,1.0707079518820537,0.0,0,0,1,0
16,0,3,16.24827315247801,4,1,2,0,0,0,0,3.300928568970799,3.0,1,0,0,0
18,0,3,2.6520798149362212,20,0,1,0,0,0,1,1.030802658909541,0.0,1,0,0,0
15,1,2,0.3052967929205952,23,0,0,1,0,0,0,0.192625111740147,0.0,0,1,0,0
15,1,3,7.019512478521827,9,0,1,1,0,0,1,2.0046273170074884,1.0,1,0,0,0
17,1,1,9.864949860519715,16,0,2,0,0,0,1,1.5222748446854282,0.0,0,1,0,0
15,0,1,8.735543386466393,17,0,1,1,0,0,1,1.4693892718306072,0.0,0,0,1,0
17,0,3,5.825874944110105,2,0,2,0,0,0,0,2.637348954652655,2.0,0,0,0,1
16,0,2,18.251684358496465,18,1,2,1,0,0,0,1.886578592822845,0.0,1,0,0,0
15,0,1,3.342686297386144,18,1,3,1,1,0,0,1.6511561293797232,4.0,0,0,1,0
18,0,2,2.062935217567221,13,0,4,1,0,0,0,2.1919984196063775,1.0,1,0,0,0
15,1,2,14.72034736730672,13,1,3,1,0,0,1,2.3780489451557907,3.0,0,0,0,1
15,0,2,4.430543038047341,20,0,2,1,1,0,0,1.3550534623962087,0.0,0,1,0,0
17,1,2,2.543649072650218,26,0,1,1,0,0,0,0.2364972221748906,0.0,0,1,0,0
17,0,3,4.3864080242276415,26,1,4,1,1,0,0,0.9918836980476614,0.0,1,0,0,0
16,0,0,5.789957302394393,11,1,0,1,0,0,0,1.899197563198893,0.0,0,1,0,0
15,0,2,11.36638302155851,26,0,1,1,1,1,0,0.5329232037789974,0.0,0,1,0,0
16,1,2,11.14849489340284,15,0,3,0,0,0,0,1.6630634531990602,0.0,1,0,0,0
15,1,2,12.49401338813216,0,0,3,0,0,0,0,3.5662831299671103,4.0,1,0,0,0
15,0,3,10.84066690194404,2,0,0,1,0,0,0,2.5244238950940066,2.0,1,0,0,0
15,1,3,14.332638734040628,3,0,2,0,1,1,0,3.4577117259752934,3.0,1,0,0,0
17,1,1,8.94545936314244,8,0,2,0,0,1,0,2.4431029199121954,1.0,1,0,0,0
16,1,3,13.427360177935912,22,0,1,1,1,0,0,1.46754910281344,0.0,0,1,0,0
17,1,1,12.894399547636352,27,0,3,0,1,0,0,0.7017618078332725,0.0,1,0,0,0
16,0,1,0.0256885105360282,3,0,4,1,0,0,0,2.934586305266487,2.0,0,0,0,1
16,1,1,11.818321856544536,8,0,0,0,0,0,0,2.136399546240388,1.0,0,0,1,0
15,1,1,19.166553729627736,17,0,1,0,1,0,0,1.7028816752194542,0.0,0,0,1,0
15,1,2,1.521999779615486,19,0,2,1,0,0,0,1.2001797196357924,0.0,1,0,0,0
16,0,1,19.124423472872554,29,1,3,1,1,0,0,1.6230040750090506,0.0,1,0,0,0
16,1,2,18.19110856874405,25,0,1,0,0,1,0,0.6903478839140333,0.0,0,1,0,0
17,0,2,15.033595340628466,1,0,1,0,0,0,0,2.9747406949660418,2.0,0,1,0,0
18,1,0,6.656367221833439,12,0,4,0,0,0,0,2.499681179530751,1.0,1,0,0,0
17,1,2,0.6565099763848026,8,0,4,0,0,1,0,2.3806669165758354,1.0,1,0,0,0
17,0,1,4.312795254516983,4,0,3,1,1,0,0,3.1525193708574304,3.0,1,0,0,0
16,1,2,3.4254682133247916,12,1,1,1,1,1,0,2.600264186907329,2.0,1,0,0,0
16,1,2,1.5654896145975172,4,1,4,1,1,0,0,3.9794209177543953,0.0,1,0,0,0
15,0,1,12.545168012719564,0,0,1,0,0,0,0,2.829826431301572,2.0,0,0,0,1
16,0,1,13.964309069889456,22,1,4,0,0,1,0,1.5624112622115092,4.0,1,0,0,0
15,0,2,10.89062585809016,9,0,2,1,0,0,0,2.226513595090375,2.0,0,0,0,1
18,0,2,3.7263355303706702,8,0,4,0,0,0,1,2.3169599744650875,4.0,0,1,0,0
15,0,2,2.8173720790172263,6,1,0,0,1,0,0,2.5896707308558047,2.0,1,0,0,0
16,0,2,17.06345957293445,22,0,3,0,0,0,0,1.5892697074168551,0.0,0,0,0,1
18,1,3,6.074477032636516,15,0,3,1,0,1,0,2.1308327796408113,1.0,0,1,0,0
15,0,4,10.87755842322235,29,0,3,1,0,0,0,0.2865712882866222,0.0,1,0,0,0
16,1,2,17.125702560935245,13,0,1,0,0,1,0,1.798950340087624,0.0,0,0,1,0
15,0,3,8.815098868826357,29,0,2,0,0,0,0,0.0211555827545139,0.0,1,0,0,0
18,0,2,13.239396789012684,14,0,4,0,1,0,0,2.5841106550638626,2.0,0,1,0,0
15,1,0,8.98296405464425,16,0,1,0,0,0,0,1.4890670205298442,0.0,0,1,0,0
17,1,2,18.608972010900622,29,0,2,0,1,0,1,0.5348357535394734,0.0,1,0,0,0
18,1,1,5.898622716077286,0,0,4,0,0,0,0,3.548459826086951,4.0,0,1,0,0
17,1,1,1.30001577897777,6,0,2,1,0,0,0,2.460743527113226,1.0,1,0,0,0
15,0,1,11.540408033811168,29,0,3,0,0,0,0,0.3043720342532843,0.0,0,0,1,0
16,0,2,5.252672247321472,2,0,1,0,0,0,0,2.705024407226965,2.0,0,0,0,1
16,1,0,3.874341015525957,17,0,2,0,0,0,1,0.9273215453238872,0.0,1,0,0,0
17,1,2,4.185755230602397,0,0,2,1,1,0,0,3.343050864114286,3.0,1,0,0,0
18,0,2,1.5216945353101452,7,0,3,0,0,0,0,1.8589248556209297,0.0,0,0,0,1
18,0,2,4.919994806135904,7,1,2,1,1,0,0,2.4320785227822372,1.0,0,0,1,0
15,0,2,3.4028548035431583,4,0,1,1,1,1,1,2.5172289818586204,2.0,0,0,0,1
16,1,2,5.269468913876965,28,0,4,0,0,0,0,0.2999075475985059,0.0,1,0,0,0
16,1,1,10.978650489986752,17,0,4,0,0,0,0,2.3002961351673665,1.0,0,0,0,1
18,0,2,7.9617435647246175,5,0,2,0,1,0,1,3.1270562240684012,3.0,0,1,0,0
15,0,3,13.238031529438572,11,0,3,0,1,0,0,2.234238472600233,1.0,0,1,0,0
16,0,3,3.290507447856248,12,0,1,1,0,1,0,1.8682769229981595,0.0,1,0,0,0
18,1,2,5.153912963783593,24,0,1,0,0,0,0,0.5878350833437533,0.0,1,0,0,0
17,1,1,8.968156820318658,4,0,2,1,0,1,0,2.679085718058188,2.0,0,1,0,0
15,1,4,0.1357634804717955,17,0,2,0,1,1,1,1.4277243762746905,0.0,0,0,1,0
16,1,3,17.577622918257042,6,0,4,0,0,0,0,2.9026593668557465,2.0,0,1,0,0
18,1,1,18.080699729091187,19,0,2,0,0,0,1,1.3960904942452492,0.0,1,0,0,0
16,0,2,17.07259857055914,24,1,0,0,0,0,0,0.8026478062416247,0.0,1,0,0,0
16,1,2,0.0181167049218045,16,0,4,1,0,1,0,1.94767693624079,3.0,1,0,0,0
17,0,3,0.9854730716554294,15,0,3,0,1,0,0,1.8970003503646624,0.0,0,1,0,0
17,1,2,9.270956785178438,15,0,2,1,1,0,1,1.5452551045196994,0.0,1,0,0,0
15,1,3,4.424756396133674,21,1,2,1,1,1,1,1.9435733405447095,0.0,1,0,0,0
18,1,2,17.81648263021255,24,0,2,0,0,1,0,0.8722095356275656,0.0,1,0,0,0
18,1,4,0.9213833935093518,20,0,2,0,1,1,0,1.3423871779577343,0.0,1,0,0,0
18,1,1,8.31572124138366,1,0,1,1,0,1,1,3.2405120739686932,3.0,0,0,1,0
18,0,2,2.3511449824187314,8,0,1,1,1,0,0,2.2708411075244164,1.0,1,0,0,0
16,0,3,9.126336411019247,27,1,2,1,1,0,0,1.1409594184203395,0.0,1,0,0,0
17,1,2,3.074986242058362,2,0,2,1,0,0,0,3.3349718279859153,3.0,0,0,0,1
17,0,1,9.267820176092926,7,1,3,0,1,1,0,3.303066678642581,3.0,1,0,0,0
16,0,2,5.069875065143807,2,0,0,1,0,1,0,2.6823160526270176,2.0,0,0,1,0
15,0,2,15.543718188792193,28,0,3,1,0,1,0,1.2628487317952892,0.0,1,0,0,0
17,1,1,8.34896567792925,8,0,3,0,1,0,0,2.427614635957672,1.0,0,0,0,1
16,1,1,18.63070098310524,5,0,3,0,1,0,0,3.299578873421429,3.0,0,0,1,0
16,1,2,11.736408901471274,18,1,4,0,0,0,0,1.810037822647263,1.0,0,0,1,0
15,0,2,0.4939459537222257,29,1,1,1,0,0,0,0.1259330746249498,0.0,1,0,0,0
16,0,4,4.598367417232652,24,1,2,0,1,1,1,1.2783470336697191,0.0,1,0,0,0
18,1,2,14.078733340690308,11,0,3,0,0,0,1,2.3282403846301514,1.0,0,0,0,1
18,1,2,4.830124537121225,17,0,3,1,0,0,0,1.636403110402885,0.0,0,0,1,0
17,0,3,13.47033573634518,9,1,2,1,0,0,0,2.646556960552807,2.0,0,0,1,0
15,0,1,6.104290602577183,7,0,2,1,0,0,0,2.086687740995232,1.0,0,1,0,0
18,0,2,5.120423461230262,13,0,3,0,0,0,1,1.5315464597195698,0.0,0,1,0,0
16,1,2,8.531838021087868,16,1,2,0,0,0,1,1.666640097790168,0.0,1,0,0,0
17,0,0,4.562007558047703,1,0,2,0,1,0,1,2.896819189513569,2.0,1,0,0,0
18,1,3,19.41809422899739,3,1,2,0,0,0,0,3.045113482146093,3.0,1,0,0,0
15,0,0,12.440589585040184,13,1,1,0,1,0,0,1.920609662813219,0.0,0,1,0,0
18,0,1,15.87074804457662,22,0,3,0,0,1,0,1.1001720410942128,0.0,0,0,1,0
15,0,2,1.4849371866109151,18,1,3,1,1,0,0,1.763324115898465,0.0,0,1,0,0
17,0,2,3.8516326491705577,0,0,3,1,0,0,0,3.279646224162432,3.0,0,1,0,0
16,1,4,3.115032457310596,19,0,3,0,1,0,0,1.1678958000789352,0.0,1,0,0,0
15,1,2,11.659969594366313,29,0,3,1,1,1,0,0.9238316977083888,0.0,0,0,1,0
17,0,4,0.1848317681102873,2,0,1,1,0,0,0,2.6505223435766907,2.0,1,0,0,0
18,0,2,18.981387872908428,21,0,1,0,0,0,0,1.0888824821778935,0.0,1,0,0,0
18,0,1,13.7658599685451,27,1,1,1,0,1,1,0.9220132315429356,0.0,1,0,0,0
17,0,1,5.763042715548061,16,1,2,1,1,0,0,1.836642800001118,0.0,0,0,1,0
16,1,2,2.606814471381438,17,0,3,1,0,0,1,1.9079839135479153,0.0,1,0,0,0
15,1,2,6.82095745661247,7,0,1,1,1,0,0,2.4461570806358237,1.0,0,1,0,0
18,0,3,9.24913634130296,11,0,4,0,0,1,0,2.6053753688041805,2.0,1,0,0,0
16,1,1,13.78218162973648,0,0,3,1,0,0,0,3.84128624851289,4.0,0,1,0,0
17,1,1,18.116987799986116,6,0,2,1,0,0,0,2.95214586347002,2.0,0,0,1,0
17,1,1,3.3820780084130297,4,0,1,0,0,1,0,2.3180465210933434,1.0,1,0,0,0
17,1,3,1.1031318120357092,1,0,2,1,0,0,0,2.856038514353211,2.0,0,0,1,0
16,0,1,17.278066325882264,23,1,3,0,0,0,0,1.6838320257206556,0.0,1,0,0,0
18,0,2,16.975351705626284,27,1,0,1,0,0,1,0.586837405483887,0.0,1,0,0,0
17,1,0,7.343476288625843,9,0,3,0,0,0,1,2.2942213571902887,1.0,0,1,0,0
15,1,3,16.560865715485043,12,0,2,0,0,0,0,2.200020267296471,1.0,0,1,0,0
18,0,2,15.780812084040942,18,0,4,1,0,0,0,2.2166038146961022,1.0,1,0,0,0
18,1,1,18.487086923876006,0,0,2,1,0,0,0,3.211743755038164,3.0,1,0,0,0
16,0,0,11.705217510196931,4,0,1,0,1,0,0,2.4229283329107885,1.0,1,0,0,0
17,0,3,11.417060510886255,7,0,1,0,0,0,0,2.060172050067505,1.0,1,0,0,0
16,1,1,16.947101078187337,23,0,0,1,1,0,0,1.3478638291935137,0.0,1,0,0,0
15,0,2,8.802415419698724,1,1,1,1,0,1,0,3.3073781135531597,3.0,1,0,0,0
18,0,2,6.453674141556405,23,1,2,0,1,0,0,1.3486070016063347,0.0,0,0,0,1
17,1,2,6.918990357264059,3,0,2,0,0,0,0,2.742091793566248,2.0,0,0,1,0
18,0,2,11.51002036938118,19,1,1,0,0,0,0,1.201444582455696,0.0,1,0,0,0
18,1,3,11.03657467068337,4,0,2,1,0,0,0,2.871904770418778,2.0,0,0,1,0
18,1,1,6.263641014072703,5,1,1,1,0,0,0,2.905242112307261,2.0,0,0,1,0
18,0,1,2.158491099299878,29,1,3,1,1,1,1,0.9922965742511932,0.0,0,1,0,0
18,0,4,8.978234451855801,3,0,2,0,1,0,0,2.747908442514612,2.0,1,0,0,0
17,1,1,7.004732286541535,13,0,3,1,0,1,0,2.184691612286099,1.0,1,0,0,0
18,1,1,2.962015972542549,18,0,2,0,0,0,0,1.0894406041524294,0.0,0,0,0,1
17,1,4,4.671608684447184,25,0,3,1,0,1,0,1.2474819436382791,0.0,0,1,0,0
16,0,2,13.075558459123126,6,0,3,0,0,0,0,2.6901498030104545,2.0,1,0,0,0
17,1,2,13.790684178108304,13,0,3,1,0,0,0,2.2675844008883907,1.0,0,0,0,1
15,1,3,15.84006252260392,11,0,3,0,1,0,0,2.512488758731327,2.0,1,0,0,0
15,1,1,0.2374269333871859,27,0,0,0,1,0,0,0.0,1.0,0,0,1,0
16,0,1,6.846681649219814,25,1,1,0,1,0,0,0.5672371067999946,0.0,0,0,0,1
18,0,1,18.737068601820305,15,0,1,1,1,0,0,2.131405262981078,1.0,1,0,0,0
18,1,2,15.76237879890438,14,0,2,1,1,0,0,2.435958199527401,0.0,0,1,0,0
15,1,1,16.74438285917397,8,0,2,0,0,0,0,2.3484434535441197,1.0,1,0,0,0
16,1,1,9.880233411986111,7,0,1,0,1,0,0,2.2713328033020876,1.0,0,1,0,0
16,0,2,1.2808704772957702,7,0,0,1,0,0,0,1.8081645587687412,0.0,0,1,0,0
18,1,1,11.301475829602106,7,0,1,0,0,0,1,2.1728123218250155,1.0,0,0,0,1
18,0,4,18.819315756855875,16,0,4,1,1,0,0,2.346025741368296,1.0,0,1,0,0
15,0,0,8.220943871121163,13,1,3,1,0,0,0,2.332971816562523,1.0,0,1,0,0
17,0,2,13.864190844377354,8,0,4,0,1,1,0,3.29154084100464,3.0,1,0,0,0
17,1,0,15.567438090909825,5,0,3,0,0,0,1,3.158858262221248,3.0,1,0,0,0
17,0,2,6.7233067715915995,11,0,0,1,1,0,1,2.035367286041147,1.0,0,1,0,0
15,1,2,19.011879318622487,17,0,2,1,0,0,0,2.16155873707839,1.0,0,0,0,1
16,1,2,6.8076967535509825,2,0,0,0,1,0,0,2.6728667073501415,2.0,1,0,0,0
15,0,2,0.2551295941486109,8,1,3,1,0,1,1,2.5670318028330574,2.0,0,1,0,0
16,0,2,14.72559797566843,12,0,3,1,1,0,0,2.4740395368096815,1.0,1,0,0,0
18,0,1,14.887364086079812,1,0,3,0,0,1,0,3.1094935788792104,3.0,1,0,0,0
15,1,1,3.595956269901508,2,1,0,0,0,0,0,2.6440598613135307,2.0,1,0,0,0
17,1,4,1.2707144484783717,22,0,3,0,1,0,0,0.8411087173537893,0.0,1,0,0,0
18,1,0,0.7539478084534124,20,0,1,1,1,0,0,0.8959029903990774,0.0,1,0,0,0
15,0,1,10.737364359412044,24,0,0,0,1,0,0,0.1530318116508149,0.0,1,0,0,0
15,0,1,3.258053089547881,8,0,2,1,1,0,0,2.556801662833417,2.0,0,1,0,0
18,0,3,12.099000262954084,19,0,1,1,0,1,0,1.6306137401298542,0.0,1,0,0,0
18,1,2,3.98761638021254,15,1,2,0,1,1,0,1.922165909079572,0.0,0,1,0,0
18,1,2,8.858281960839271,0,1,4,1,0,0,0,4.0,4.0,1,0,0,0
17,1,2,6.195306282858068,7,0,3,1,0,0,0,2.6709475543243455,2.0,1,0,0,0
18,1,2,1.8657476944393705,21,0,0,0,0,0,1,0.3218314296846537,0.0,1,0,0,0
17,0,2,15.209292125521332,1,0,3,1,0,0,1,3.2742334588098787,3.0,0,0,0,1
18,1,2,1.0786516568174245,8,0,1,0,0,0,0,1.6636371244012207,0.0,1,0,0,0
17,0,1,1.7040095511932396,1,1,2,0,0,0,0,2.997505608420635,2.0,0,0,1,0
17,1,0,1.894778295586883,3,0,2,0,0,1,0,2.8393132491560324,2.0,0,0,1,0
15,1,2,1.0809525469945314,16,1,3,0,1,0,0,1.7785692022870156,0.0,0,0,0,1
16,1,4,16.583635598998356,23,0,3,0,0,0,1,1.223828264622006,0.0,0,1,0,0
16,0,3,1.7119910564553664,4,0,3,0,0,0,0,2.693598515909963,2.0,0,0,0,1
15,1,0,9.286634895903056,19,0,2,0,0,0,0,1.0500058515104695,0.0,0,0,1,0
16,1,2,8.148105432226975,16,0,2,1,0,1,0,1.8860081741258312,0.0,0,1,0,0
16,1,1,10.541418770269166,9,0,3,0,0,0,0,2.524422658415435,2.0,0,0,1,0
16,0,2,4.517628258671518,5,0,4,1,0,0,0,2.876083672610056,2.0,0,0,1,0
18,1,0,1.7514912597247645,8,1,2,1,1,0,0,2.6054252316173008,2.0,0,0,1,0
16,0,2,7.937787861780792,7,1,2,1,0,0,0,2.9545340837691567,2.0,1,0,0,0
17,1,0,10.168119532892542,15,0,3,0,0,1,0,1.9337798086138684,1.0,0,1,0,0
16,1,1,1.3120152989005909,24,0,0,1,0,0,0,0.7683163859836675,0.0,1,0,0,0
16,1,1,16.195770573762093,24,0,3,0,0,0,0,0.7695898642280781,0.0,0,1,0,0
18,0,0,13.909769183553006,25,0,2,1,0,0,0,0.940947219838506,0.0,1,0,0,0
18,0,2,1.6929750716925795,25,0,3,0,0,0,0,0.4712831088434319,0.0,0,1,0,0
